smiles,score_Docking
COCC1(C)CC2(C1)C(=O)Nc1ccccc1Br,0.0
O=C(c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc1c1cc1ccccc1-c1ccccc12)c1ccc(F)c2c1CNC2=O,0.0
O=C1NC(c2cccc(-c3ccccc3)c2)N1c1ccc2c(c1)NC(=O)c1ccccc1-c1ccccc1--c1ccccc12,0.0
O=C([C@@H]1CCCN1C1CC(C(=O)O)C(F)(F)F1)N1Cc2ccccc2C1,0.0
CN(c1ccc2c(c1)OC(=O)Cn1cccc12)c1ccc(F)cc1,0.0
Cc1cc(C)cc2c1C(=O)Nc1ccccc1-c1ccc3c(c1)C(=O)Nc1ccccc1-c1ccccc132,0.0
O=C(N1CCC2(CC1)Cc1ccccc2N1)N1CC(F)(F)C[C@H]1C(=O)O,0.0
O=C(NC(=O)c1ccc2c(c1F)-c1ccccc1-c1ccccc1c1ccccc12)c1cc2c(cc1)-c1ccccc1-c1ccccc1c1cccc12,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1-2)c1cc2c(cc1F)-c1ccccc1-c1ccccc1-c1ccccc1-2<pad>,0.0
Cc1cccc2nccc(N[C@@H]3CCCN(S(=O)(=O)N3C)c4ccccc23)c1,0.0
CC1(c2ccccc2)CC(C(=O)NCc2cc(H]3CC(=O)NC3)ccn2)c2ccccc2O1,0.0
CC1(c2cccc(C(=O)Nc3ccc(-c4cncc4)cc3)c2)COC1(C)C,0.0
O=C(NC(=O)c1cc2c(cc1)NC(=O)c1cc(F)cc(F)c12)c1ccc2c(=O)nccc2c1-c1ccccc1-c1ccccc1,0.0
CSCc1cc(-c2nc(-c3cncc(Br)c3)no2)n2nccn12,0.0
O=C(NC(=O)c1ccc2c(c1=O)-c1ccccc1-c1ccccc1-c1ccccc12)c1cc2ccccc2cc1-c1ccccc1,0.0
O=C(O)c1cccc2c1CN(C(=O)C1(c3cccc4cccc(F)c3)CC1)C2,0.0
(F)c1ccc(-c2cccnc2)cc1-c1ccc2cc(O)ccc2c1O,0.0
FC(F)(F)c1ccc2c(c1)[C@@H](CN1CCOc3ccccc3[C@H]1c1ccccc1)O2,0.0
O=c1cc(C(F)(F)F)ncn1CC(=)Nc1cc(-c2ccc(F)cc2)ccc1-c1ccncc1,0.0
O=c1ccc(C2CC2)nc1-c1ccc(-c2ccc3[nH]c(CO)cc3c2)nc1,0.0
CN(c1ccc2c(cc3ccc(F)cc3F)cccc2c1)c1ccc(-c2cccc(F)c2)cn1,0.0
O=C1Nc2ccccc2[C@H](CNC(=O)c2cc3ccccc3c(F)c2)N11,0.0
Cc1cc(NC(=O)c2ccc3c(c2)C(=O)Nc2ccccc23)c2c(cccc1-c1ccccc1)C(=O)N2,0.0
Cc1cccc2nc(=O)c(N3=CC(c4ccccc4)N(C)C3=O)ccc12,0.0
O=C(NC(=O)c1cc2c(cc1)-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-2)c1cc2c(cc1)-c1ccccc1-c1cccccc1-2,0.0
CC(=O)CCc1ccccc1-c1ccc(CC(=O)OCCO)c1,0.0
CC(=O)N1CC(C2CCCCN(C(=O)C(F)Nc3ccc(F)cc3)C2)C1,0.0
Nc1ccc2c(c1)CC(=O)N2c1ccccc1-c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc1-c1ccccc1C12,0.0
O=C(=O)Nc1ccc2c(c1)-c1ccccc1-c1ccccc1-c1ccccc12,0.0
Nc1cccc(-c2ccc(C(=O)N3CC(F)(c4ccccc4)c4cccccc43)cc2)c1,0.0
Cc1ccc(-n2ccc3ccc(O)cc3c2)cc1C(=O)N1CC(NC2COC2)C1,0.0
O=C(c1cccc2c1C(=O)Nc1ccccc12)c1ccc2c(c1)C(=O)Nc1ccccc1-c1ccccc1c2,0.0
O=C(NC(=O)c1ccc2c(c1F)-c1ccccc1-c1ccccc1-c1ccccc1-2)c1nc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1-2<pad>,0.0
Cc1ccc(C(=O)N2CC[C@H]3[C@H]2C3(N)c2ccccc2)c(O)c1,0.0
Cc1cc(C(=O)N(C)C(=O)c2ccc3c(c2)C(=O)c2c2ccccc23)c2c(c1)C(=O)c1ccccc1-c1cccccc12,0.0
O=C(NC(=O)c1ccc2c(c1)C(=O)Nc1ccccc12)c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc1-c1ccccc1-c1cccccc12,0.0
O=C(NC(=O)c1ccc2c(c1)OCc1ccccc1-2)c1c2c(F)cccc1-c1ccccc1-c1ccccc12,0.0
O=C(NC(=O)c1ccc2c(c1F)-c1ccccc1-c1ccccc1-c1ccccc1-2)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1-2<pad>,0.0
O=C(Nc1cc2c(cc1)CCc1ccccc1-c1ccccc12)c1cc2c(cc1)C(=O)c1ccccc1-c1ccccc1-c1ccccc12,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1cccc(F)c1-c1ccccc1-c1ccccc12)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1ccccc12<pad>,0.0
Cc1cc(=O)c(-c2ccc3c(c2)C(=O)c2ccc(F)cc2C3)c(-c2ccc(-c3ccccc3)cc2)c[nH]1,0.0
O=C(NC(=O)c1cc(C2=c2ccccc2F)cc2ccc(F)cc12)c1cc2c(cc1)-c1ccccc1-c1ccccc1-c1ccccc12,0.0
O=C(c1ccccc1-c1ccccc1)N1Cc2ccccc2)c2cccc(-c3ccccc3)c21,0.0
O=C(NC(=O)c1cc[nH]c(=O)c1)c1cc2c(=O)[nH]ccc2c2cc(F)ccc1-c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1ccccc12,0.0
O=C(c1cc(-c2ccccc2)c2c(c2ccccc2)cccc2ccccc12)c1cc2c(cc1)-c1ccccc1-c1ccccc12,0.0
O=C(NC1(c2ccc(Cl)cc2)CC1)N1CCCN2CCS(=O)(=O)CC2C1,0.0
O=C(NC1=NOC2CCCNC12)[C@@H]1[C@@H]2CCN(C(=O)OC(C(=O)CC3CC3)C2)NC1,0.0
O=C(NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1ccccc1c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1cc<pad>,0.0
O=C(NC1C2CCc3c(Br)csc223)C1=CCCO2,0.0
CCc1cccc2c1N(c1ccnc(N3CCNCc4ccccc43)n1)c1ccccc12,0.0
O=C(NC(=O)c1cc2c(c(=O)[n1)-c1cccc(=O)[nH]2)ccc1cc1c1ccc2c(c1)-c1ccccc1c1ccccc1-c1ccccc1-2,0.0
O=C(NC(=O)c1cc2c(cc1)C(=O)Nc1ccccc12)c1cc(-c2ccccc2)c2c(c1)C(=O)Nc1ccccc1-c1ccccc1,0.0
O=C(NC(=O)Nc1cc2c(cc1F)C(=O)c1ccccc1-c1ccccc1-c1ccccc12)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1cccc)c12,0.0
O=C(Nc1ccc2c(c1)NC(=O)c1ccccc1-c1ccccc1-c1ccccc12)c1cc2c(cc1)C(=O)c1ccccc1-c1cccc12,0.0
CCc1cc(NC(=O)c2ccc(NC3COC4(CC4)C3)cc2F)ccc1(C)c1ccccc1,0.0
O=C1CCN(CCc2ccc(F)cc2F)C(=O)N1Cc1ccCcc1,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1-2)c1ccccc1-c1ccc2c(c1F)-c1ccccc1-c1ccccc1-2<pad>,0.0
O=C(Nc1cccc2c1NC(=O)c1ccccc1-c1ccccc12)c1cc2c(cc1)-c1ccccc1-c1ccccc1-c1cccc12,0.0
O=C1CCc2cccc(O)c2C12,0.0
CC1(C)C(=O)Nc2cc(-c3cccc(-n4cc(-c4)cc(F)c4)c3)ccc21,0.0
O=C(O)c1cncc2ccc(-c3cccc(-c4ccc()cc4)c3)cc12,0.0
c1ccc2ccccc2c1-c1ccc2c(c1)NC(=O)c1ccc2ccccc1-c1ccccc12,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1-c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1c1ccccc1<pad>,0.0
CCc1ccccc1C(=O)NC(=O)c1ccccc1CNc1ccccc1(Cn1cccc1)C,0.0
O=C(c1ccc2c(c1)-c1ccccc1-c1cccc3ccccc1c2c1cccc12)c1ccccc12,0.0
N#Cc1ccc(C2=CCCN(C(=O)N3CCc4c(F)cccc43)CC2)cc1,0.0
Cn1cnc2cccc(C(=O)N3CC4CCC(Nc4c4ccnc4)CC3)c2c1=O,0.0
Cc1ccccc1-c1nc(C)c(C)cc1-c1cccc2c(c1)C(=O)NCc1ccccc12,0.0
Cc1ccc2c(c1)CC(NC(=O)c1c[nH]c3ccccc13)c1ccccc1-c1ccccc12,0.0
O=C(NC(=O)c1cc2c(cc1)NC(=O)c1ccccc12)c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc1--c1ccccc12,0.0
Cc1cccc2c1ccnc1CN(C(=O)c1ccc3c(c1)NC(=O)C3)CC2,0.0
Cc1ccc2c(c1)C(NC1C3Cc4ccccc4C31)c1ccccc32c12Cc1ccccc12,0.0
O=C(NC(=O)c1c2c(cc1)-c1ccccc1c1ccccc1-c1ccccc1-2)c1cc2c(cc1)-c1ccccc1c1ccccc1-c1ccccc12,0.0
O=C(c1ccc2c(c1)-c1ccccc1-c1ccccc12)N1CC(Nc2ccccc2F)c2ccccc2c1,0.0
Cc1ccc(C(=O)C(C)C(=O)NC23C3CCCC2C(N)=O)cc1F,0.0
O=C(Nc1cc2c(cc1)C(=O)Nc1ccccc1-c1ccccc12)c1cc2c(cc1F)-c1ccccc1-c1ccccc1-c1ccccc1-3,0.0
Cc1ccc2c(c1)C(=O)c1ccccc1-c1ccc(-c3ccccc3)ccc12,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1-c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1cccc<pad>,0.0
O=C(Nc1ccc2c(c1)C(=O)Nc1ccccc1-1ccccc12)c1cc2ccccc2o1,0.0
O=C(NC(=O)c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc1c1ccccc12)c1ccc2c(c1)C(=O)Nc1ccccc1-c1cccc12,0.0
Cc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)Nc2ccccc223)c(=O)[nH]1,0.0
O=C(NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1ccccc12)c1ccc2c(c1)Cc1cccccc1-2,0.0
O=C(NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1cccc1-c1ccccc12,0.0
O=C(NC(=O)c1cc2c(cc1)-c1ccccc1c1ccccc1-c1ccccc1c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1-c1cccc<pad>,0.0
Cc1ccc(-c2ccccc2)c(C(=O)N2CCC3(CC2(c2ccccc2)CNC3)c1,0.0
Cc1ccccc1-c1nc(C(=O)NC2COc3ccccc3NC2=O)cs1,0.0
O=C(NC(=O)c1cc2ccccc2c2c1-c1ccccc1-c1ccccc1)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc12,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)Cc1ccccc1c1cc(F)cc12)c1cc2c(cc1F)-c1ccccc1-c1ccccc12,0.0
Cc1ccc(-c2cc(-c3ccc(F)c(-c4ccc(C4C)c(F)cn3)ccc3)n[nH]2)cc1,0.0
Cc1ccc(C(=O)N(C)c2ccccc2)cc1-c1ccc2c(c1)CC(=O)Nc1ccccc12,0.0
Cc1cc(NC(=O)Nc2[nH]ccc2=O)cc(Br)c1C(C)N,0.0
Cc1ccc(-c2ccc3c(c2)N(C(=O)c2cccc(-c4ccccc4)c3)ccc2)cc1,0.0
Cc1cc(N)cc(-c2ccc(-c3ccccc3C)cc2)c1C(=O)N[C@H]1[C@@H]2CN[C@H]C(=O)NC12,0.0
Cc1cc(N(C)CC(C)NC(=O)OC2CN(c3ccccc3)c3ccccc32)ccc1-c1c[nH]ccn1,0.0
Cc1nccnc1-c1cccc(N)c1c(C(=O)N[C@H](C(=O)O)C(C)(C)C)c1,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-2)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1c1ccc<pad>,0.0
Cc1cc(=O)c2c(O)nc(C)n2CC1Cc1cccc(-c2ccc(O)nc2)c1,0.0
Cc1ccc2c(c1)C(=O)c1ccccc1-c1cccc3ccccc13,0.0
O=C(NC(=O)c1cc2c(cc1F)-c1ccccc1-c1ccccc1c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc13,0.0
COc1cccc(S(=O)(=O)NC(=O)c2ccc3c(c2)NC(=O)CCC3)c1,0.0
Cc1cc(C(=O)N2CC(NCc3cccc(C(=O)N-c4ccccc4)c3)(=O)C2)cc(C)c1C,0.0
O=C(NC(=O)c1cc2c(cc1F)-c1ccccc1-c1ccccc13)c1ccccc1c1ccccc1c1ccccc1-2,0.0
O=C(c1cnc2ccccc2n1)N1CCC(Nc2ccccc2)C2C1,0.0
CC(C)C12CC(NC(=O)c3cccc(O)c3)(C(=O)NCc3cccc(=O)[nH]3)(C1)C2,0.0
O=C1CC(c2csc(Cc3nc([C@@H]4COc([C@@H](O)cccc4F)n3)n2)C1,0.0
O=C(NC(=O)c1cc2c(cc1F)-c1ccccc1-c1ccccc1-c1ccccc1-2)c1cc2c(c(=O)[nH]1)Cc1ccccc1-c1ccccc1-c1ccccc1-2<pad>,0.0
O=C(NC(=O)c1ccc2c(c1)-c1ccccc1c1ccccc1-c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1cccccc1-2,0.0
O=C1c2cc(F)cc(F)c2C2=NN(Cc3ccccc3C3CC2,0.0
O=C(NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1ccccc12)c1ccc2c(c1F)-c1ccccc1-c1ccccc1-c1cccccc12,0.0
O=C(Nc1ccc2c(c1)C(=O)NC(=O)c1cccc(F)c12)c1ccc2c(c1)C(=O)Nc1ccccc1-c1cccccc1-2,0.0
O=c1cc(NC2CCCC3(CC2)CC(O)C32CC2)cn2ccccc12,0.0
O=c1nc(-c2ccc(Oc3ccccc3F)cc2)n2c1NCCC2,0.0
O=C(NC(=O)c1ccc2c(c1F)-c1ccccc1-c1ccccc1-c1ccccc12)c1cc2c(cc(=O)[nH]1)-c1ccccc1c1ccccc1c1ccccc12,0.0
O=C(NC(=O)c1cc2c(cc1)C(=O)c1ccccc1-c1ccccc1-2)c1ccc(-c2ccccc2)cc1-c1ccc2c(cccc2)C1=O,0.0
O=C(NC(=O)c1cc2c(cc1)-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc12)c1cc2c(cc1F)-c1ccc3c1-2,0.0
O=c1cccc2cnc(N3CCC(c4ccc(F)c(N)c4)C3)cc2[nH]1,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1c1ccccc1-c1ccccc1-2)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1c<pad>,0.0
C(CNCc1nn2c(=O)cccc2c1Cl)c1cccc(C2CNC2)c1,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)ccc2)NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1ccccc12,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)c1ccccc1c1ccccc1c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1<pad>,0.0
CC(=O)N1CC(CN2CC(N3CCN(C(=O)c4ccc(=O)cc4)C(C)=N3)C2)C1,0.0
O=C(c1ccccc1)NCC(Cc1ccccc11)N(C1=CC(F)(CO)C1)c1ccccc1,0.0
O=C(Nc1ccc2c(c1)cccc2-c1cccc1)c1cc2ccccc2c(=O)[nH]1,0.0
Cc1cc(=O)c(O)c(OCc2ccccc2C(=O)c2ccc(C)cc2)c[nH]1,0.0
O=C(Nc1cccc2cc[nH]c12)c1ccc2c(c1)C(=O)Nc1ccccc1-c1cccccc1O2,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1-c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1-c1ccccc<pad>,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)Brc1ccccc1c1ccccc1-2)c1cc2c(cc1F)-c1ccccc1c1ccccc1c1ccccc1-2,0.0
O=C(c1cc2c(cc1)C(=O)c1ccccc1-c1ccccc1-c1ccccc12)c1ccc2c(c1)NC(=O)c1ccccc1-c1cccccc1-2,0.0
O=C(NC(=O)c1cc2c(cc1)-c1ccccc1-c1ccccc1c1ccccc1-2)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1--c1ccccc12,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)Cc1ccccc1-c1ccccc1-c1ccccc12)c1cc2c(c(F)c1)-c1ccccc1-c1ccccc1-c1ccccc12<pad>,0.0
O=C(Nc1ccc2c(c1)NC(=O)c1c2)c1ccc(-c2ccc3ccccc3c2)cc1Cl,0.0
O=C(c1ccc[nH]1)N1CCC(Nc2cc(Cl)cc(CO)n2)C2(CC2)C12,0.0
Cc1ncc(C(=O)N2CC(CNc3ncnc4c3CSc4)(OC)C2)o1,0.0
O=C(Nc1ccc2c(c1)C(=O)c1ccccc1-c1ccccc12)c1cc2c(cc1)C(=O)c1ccccc1Br,0.0
Cc1cc(=O)[nH]c(N)c1C(=O)Nc1ccc2c(c1)CCc1ccccc1-c1ccccc12,0.0
O=C(NC(=O)Nc1cc2c(cc1)NC(=O)c1ccccc1-c1ccccc12)c1cc2c(c(=O)[nH]1)Oc1ccccc1-c1cccc1-2,0.0
O=C(c1ccc2c(c1)NC(=O)c1ccccc1-c1ccccc3ccccc13)c1ccccc12,0.0
O=C(NC(=O)NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc1-2)c1ccc2c(c1)-c1ccccc1-c1ccc(=O)cccc1-c1ccccc12,0.0
O=C(NC(=O)c1cc2c(c(F)c1F)-c1ccccc1c1ccccc1c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1-2<pad>,0.0
CC1(C)CC(Nc2cccc3ccccc23)c2ccccc2N1c1nccc2,0.0
O=C(Nc1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1c1ccccc1-2)c1cc2c(cc1F)-c1ccccc1c1ccccc1c1cccccc12,0.0
COc1ccc2c(c1)C(=O)c1c(C(=O)c3ccccc3)cccc2c1,0.0
O=C(NC(=O)c1cc2c(cc1)-c1ccccc1-2)c1cc2c(c(=O)[nH]1)-c1ccccc1c1c1ccccc1c1ccccc1-c1ccccc12,0.0
O=C(NC(=O)c1ccc2c(c1F)-c1ccccc1-c1ccccc1c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1c1cccccc1-c1ccccc1-2,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)Cc1ccccc1c1ccccc1c1ccccc1-2)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1cccc<pad>,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1c1ccccc12)c1cc2c(cc1F)-c1ccc(-c1c1ccccc1)cc2,0.0
Cc1noc(C)c1C(C)N1CC(O)(c2cn(CC3CC4(CC4)=NO3)nn2)C1,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1-2)c1cc2c(cc1F)-c1ccccc1-c1ccccc1-c1ccccc1-2<pad>,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)CCc1ccccc1-c1ccccc12)c1cc2c(cc1)-c1ccccc1-c1ccccc1-c1ccccc1-2,0.0
O=C(Nc1cc2c(cc1)ccc2)Nc1ccc2c(c1)S(=O)(=O)N(c1ccccc1)C2,0.0
CN(C)c1nc(CN2CCCN(c3ccc4cccc(F)c4c3)CC2=O)cc(N)n1,0.0
O=C(NC(=O)c1cc2c(c(=O)[nH]1)Oc1ccccc1-c1ccccc1c1ccccc12)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1-c1ccccc<pad>,0.0
NCc1ccc(CC(=O)N2CC34CCC3(CNC4=O)C2)cc1,0.0
O=C(Nc1ccc2c(c1)C(=O)c1ccccc1-c1ccccc1cc2)C1(O)CCC1,0.0
CCc1cc(N)c2ccccc2c1)c1cccc(-c2ccc(CO)cc2)n1,0.0
O=(NCc1cc2cc(Cl)ccc2[nH]c1=O)c1noc2c1CCC2,0.0
O=C(NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc12)c1ccc2c(c1)-c1ccccc1-c1ccccc1-c1cccc1-2,0.0
O=C(NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc12)c1cc2c(c(=O)[nH]1)N-c1ccccc1-c1ccccc1-c1cc(F)ccc1-c1cccccc<pad>,0.0
O=C(Cn1cnnc1)N1CCCH]2OCC[C@@H]2C1c1ccccc1Cl,0.0
O=C(N[C@H]1C[C@]2(CCCNC2=O)C1)N1CCCc2c1ccc1cccc12,0.0
CC1(c2cccc(-c3cccc(-c4ccc(C(N)=ON)cc4F)c3)c2)OCC1,0.0
CC1(NC(=O)c2ccc(-c3ccc(-c4cscc4)cc3)cc2)CC2(CNC(=O)c3ccccc2)C1,0.0
O=C(NC1CC12C(=O)Nc1ccccc12)C1=CNc2ncncc2=C1,0.0
O=C(NC(=O)c1ccc2c(c1)-c1ccccc1-c1ccccc12)c1c2c(cc1)-c1ccccc1-c1ccccc1-c1ccccc12,0.0
Cc1cc2c(cn1)CCC(c1nc(-c3cccc(-c4cccc(O)c4)c3)ccc1)c1ccccc1-c1ccccc12,0.0
O=C(c1cc2c(c(=O)[nH]1)Cc1ccccc1-c1ccccc1-c1ccccc12)c1ccc2c(c1)CC(=O)Nc1ccccc12,0.0
O=C(c1ccc2c(c1F)-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc12)c1ccc2c(c1)C(=O)c1ccccc1-c1cccc32,0.0
O=C(c1cc2c(cc1)C(=O)c1ccccc1-c1ccccc1-c1ccccc12)c1ccc2c(c1)C(=O)Nc1ccccc1-c1cccccc12,0.0
Cc1cccc(oc2ccc(-c3cccc(F)c3)cc2)c1-c1nccc(C(N)=O)c1F,0.0
Cc1cccc(C(=O)N2CC(O)(c3cccc(-c4cccc(C)c4@)c3)C2)c1,0.0
