smiles,score_Docking,QED,LogP,SA,NormBinding,NormQED,NormLogP,NormSA,Score
O=C(C1CC2(C1)C(=O)C2(F)F)N1Cc2ccccc2-c2ccccc2C1,5.2,0.7817997133138311,3.8102000000000023,3.057974868075327,0.8666666666666667,0.6962304513380517,0.1397396019320768,0.6430132635535414,0.7545649983490336
Cc1ccc(N2CC(=O)N(C(=O)[C@@H]3Cc4ccccc4C3)C2)cc1-c1ccc2c(c1)NC(=O)CC2,5.5,0.5917522737616786,4.094420000000003,2.8892130726903176,0.9166666666666666,0.3496605948701081,0.10635348732309668,0.6722875387188562,0.7544968287578727
Cc1cccc2ccc(C(=O)NC(=O)NC(=O)c3ccccc3)c(F)c12,5.1,0.7418788911697315,3.567120000000002,2.146398509484735,0.85,0.623430977516326,0.16829317570996327,0.8011399123883467,0.7542864065614636
C[C@H]1C(C(=O)NC(=O)C(F)(F)c2ccc3c(c2)CC3)c2ccccc21,5.0,0.9297644380800322,3.4207000000000027,3.5659272591950764,0.8333333333333334,0.9660584140055986,0.1854925103839722,0.5549012709393646,0.7539785528662268
O=C(NC(=O)Nc1cccc2ccccc12)N1CC(=O)Nc2ccccc21,5.3,0.6198654223803263,3.540000000000002,2.2576306955658314,0.8833333333333333,0.4009276359025287,0.17147884676828262,0.7818450144219629,0.7537584830426107
Cc1cccc2cccc(C(O)C(=O)NC(=O)C3=C(C)OCC3)c12,4.9,0.9090755822203828,2.51872,3.305397872613166,0.8166666666666668,0.9283302876879742,0.2914442648523695,0.6000940169281703,0.753653523613518
Cc1cccc2c1CC(NC(=O)NC(=O)c1ccc3c(c1)NC(=O)C(F)(F)C3)C2,5.2,0.7257838074778341,2.731720000000001,3.2904671377397303,0.8666666666666667,0.594080038308278,0.26642406074388747,0.6026839777668077,0.752985474348564
O=C(c1ccc2c(c1)NC(=O)c1ccccc1-c1ccccc12)c1ccc(=O)[nH]c1,5.6,0.4929377784433434,4.505600000000003,2.346081990297874,0.9333333333333332,0.1694628214082354,0.05805392147649768,0.7665018051677185,0.7527351881385783
O=C(NC(=O)c1cc2c(cc1)CC(=O)N2)c1ccc2c(c1)Cc1c(F)cccc1C2,5.5,0.5067414560172319,3.385500000000002,2.5860713493750414,0.9166666666666666,0.19463516030838401,0.18962730467795608,0.7248720363071497,0.7525801167960156
O=C(NC(=O)c1ccc2c(c1)C(=O)Cc1ccccc12)c1cccc2c1NC(=O)c1ccccc1C2,5.8,0.4093715968167508,4.819100000000003,2.633073677510639,0.9666666666666667,0.017071820297406205,0.02122840979570373,0.7167187745803897,0.7521685671340166
Cc1cc2c(c(C(=O)N[C@H]3C[C@H](NC(=O)c4cc[nH]c(=O)c4)C3)c1)OCC2,4.9,0.758458126884885,1.3090199999999994,2.683365030663932,0.8166666666666668,0.6536648146871351,0.43354257898396875,0.7079949819276345,0.7511869042265404
Cc1ccc(S(=O)(=O)NC(=O)c2ccc(C3CCNC3(C)C)cc2C)cc1,5.0,0.8455842522194137,3.2776400000000017,2.960025290553638,0.8333333333333334,0.8125477168875067,0.20229716014810106,0.6600040930132223,0.7508182303382165
Cc1ccc2cc(C(=O)N3C[C@H](c4ccccc4)C3)ccc2c1-c1ccc2c(c1)C(=O)NC2=O,5.7,0.4535812052243509,4.938420000000004,2.430419157450773,0.9500000000000001,0.09769230998372692,0.007212396865074022,0.7518722533057902,0.7506776960154591
O=C(NF)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1c1ccccc1-2,5.8,0.4021836321077535,4.970600000000003,2.558142943499247,0.9666666666666667,0.0039638726009563145,0.0034323491269948603,0.7297166389417175,0.7503779527336335
Cc1ccc2c(c1)CC(C(=O)N1CC(=Nc3cccc(-c4ccccc4)c3)C1)C2,5.5,0.6298590869378514,4.991720000000005,2.9492509594735505,0.9166666666666666,0.419152048183231,0.0009514725506041266,0.661873063013459,0.7498643250413961
Cc1ccc2ccccc2c1C(=O)NC(=O)c1ccc2c(c1)CNC(=O)c1ccccc1[C@H]2,5.7,0.455178083926007,4.562510000000003,2.7562907619973096,0.9500000000000001,0.10060437248629905,0.05136894581540019,0.6953449154785623,0.7497318233780261
Cn1ccc(C(=O)NC(=O)N(c2ccc3ccccc3c2)c2ccc3c(c2)OCC3)c1,5.6,0.5266558315152611,4.801300000000004,2.68318216514086,0.9333333333333332,0.23095094690495513,0.023319300092093154,0.7080267027067862,0.7495630283037167
NC(=O)c1cc2c(cc1)N(C(=O)c1ccc3c(c1)C(=O)c1ccccc1-c1ccccc13)CC2,5.7,0.4243845201243061,4.808200000000004,2.29283697939319,0.9500000000000001,0.044449335554252845,0.022508786437874795,0.7757379542430936,0.7492696076235221
O=C(c1ccc2c(c1)CNC(=O)c1ccccc12)NC(=O)c1cc2c(cc1)C(=O)NCC2,5.3,0.5487967090840232,2.453100000000001,2.528149702262158,0.8833333333333333,0.2713269750122662,0.2991523671697337,0.7349194183686079,0.7488732093883941
Cc1cc(C(=O)NC(=O)N2Cc3ccccc3CO2)ccc1CN1CCC(=O)N1,4.9,0.831347674553755,2.02912,3.108602826989252,0.8166666666666668,0.7865859428704035,0.34895549457778163,0.6342310815619165,0.7486439185676769
Cc1ccccc1-c1ccc(C(=O)NC(=O)Nc2cccc3c2OCC3)cc1,5.2,0.7082408336344389,4.5588200000000025,2.135684467739585,0.8666666666666667,0.5620887316047855,0.05180239442178691,0.8029984242954087,0.7483556216988648
O=C(Nc1ccc2cnccc2c1)NC(=O)c1cccc2c1CNC2=O,5.1,0.6633559910006398,2.4400999999999997,2.4294781048482754,0.85,0.48023688710827905,0.30067942188058006,0.7520354930530784,0.7482951802041936
O=C(NC(=O)Cc1ccc2c(c1)C(=O)c1ccccc1-c1ccccc12)c1cc2c(cc1)OC2,5.7,0.428894827485927,4.897900000000003,2.3493041693460928,0.9500000000000001,0.052674316530722715,0.011972108933035353,0.7659428696819097,0.7480589295145668
O=C(N)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1c1ccccc1-2,5.6,0.4608165240984695,4.455200000000002,2.318180194235312,0.9333333333333332,0.11088661257266011,0.06397419512470182,0.7713417919294052,0.74795359329601
O=C(N)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1c1ccccc12,5.6,0.4608165240984695,4.455200000000002,2.318180194235312,0.9333333333333332,0.11088661257266011,0.06397419512470182,0.7713417919294052,0.74795359329601
O=C(N)c1cc2c(c(=O)[nH]1)-c1ccccc1c1ccccc1-c1ccccc1-2,5.6,0.4608165240984695,4.455200000000002,2.318180194235312,0.9333333333333332,0.11088661257266011,0.06397419512470182,0.7713417919294052,0.74795359329601
O=C(N)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc12,5.6,0.4608165240984695,4.455200000000002,2.318180194235312,0.9333333333333332,0.11088661257266011,0.06397419512470182,0.7713417919294052,0.74795359329601
O=C(N)c1cc2c(c(=O)[nH]1)-c1ccccc1-c1ccccc1-c1ccccc1-2,5.6,0.4608165240984695,4.455200000000002,2.318180194235312,0.9333333333333332,0.11088661257266011,0.06397419512470182,0.7713417919294052,0.74795359329601
CC1Oc2ccccc2C1C(NC(=O)Cc1ccc2ccccc2c1)=O,5.1,0.7891698577524494,3.589800000000002,3.005793688306269,0.85,0.7096706213622263,0.16562905256827132,0.6520648750958646,0.7477364549026362
Cc1cc(C(=O)NC(=O)N2C[C@@H](c3ccc4ccccc4c3)C2)c2c(c1)CC(=O)N2,5.2,0.6912501703446987,3.592020000000001,2.647457562149956,0.8666666666666667,0.5311046165254317,0.16536827860995773,0.7142236731510829,0.7477363234953139
O=C(NC(=O)c1ccc2c(c1)C(c1ccccc1)CC2)c1ccc2c(c1)CCNC2=O,5.3,0.6478616781824781,3.620800000000002,2.8491036975986805,0.8833333333333333,0.45198151159722866,0.16198761441163778,0.679245113923971,0.7476547573266171
O=C(c1ccc2c(c1)C(=O)Nc1ccccc1-c1ccccc12)c1ccc2c(c1)S(=O)(=O)NC2=O,5.7,0.4170853165198424,4.249400000000003,2.691292832020096,0.9500000000000001,0.031138532991005993,0.08814864585486881,0.7066197853801763,0.7475906964226051
Cc1ncc2cc(-c3ccc4c(c3)C(=O)NC(=O)N4c3ccccc3)ccc2c1,5.5,0.4997356733710325,4.202620000000003,2.30485063580694,0.9166666666666666,0.18185943919443212,0.09364369349897583,0.7736540045980016,0.7465823803958076
Cc1ccc(C(=O)NC(=O)NC(=O)C2C3Cc4ccccc4C32)cc1Cl,5.0,0.8542857680141117,3.2003200000000014,3.359027201376141,0.8333333333333334,0.8284157711329546,0.211379611705227,0.590791202131985,0.74639199183035
O=C(NC(=O)c1c[nH]c(=O)c2ccccc12)Cc1cccc(-c2ccc3c(c2)NC(=O)OC3)c1,5.6,0.4350192610470987,3.756300000000002,2.63241107672443,0.9333333333333332,0.06384281248754549,0.14607100569473963,0.7168337126663231,0.746008086418194
O=C(NC(=O)c1cc2ccccc2c(=O)[nH]1)c1ccc2c(c1)C(=O)c1ccccc1C2,5.5,0.4384885099541734,3.233500000000002,2.366345535927376,0.9166666666666666,0.07016932285048302,0.20748209822015928,0.762986787984892,0.74573048757222
Cc1cccc(C2(C(=O)NC3=Nc4ccccc4S(=O)(=O)N3)CC2)c1,4.8,0.8649032342054092,2.12242,2.894820247165653,0.7999999999999999,0.8477777459253665,0.33799594038378455,0.6713148898553121,0.7457088576164463
Cc1ccc2c(c1)C(CNC(=O)c1c(C)cc3c(c1)C(=O)NC3)Cc1ccccc12,5.3,0.6941234699125816,4.283540000000003,3.0074771036575507,0.8833333333333333,0.5363443557251661,0.08413836525269247,0.6517728613489233,0.7455588915660115
Cc1cc2c(c(C(=O)NC(=O)C3(F)CC(c4ccccc4)=C3)c1)CCCC2=O,5.1,0.8236398895311978,3.966020000000003,3.253908248718117,0.85,0.7725300526397942,0.12143608923637883,0.6090256676884829,0.7452991809564656
O=C(NC(=O)c1cc2c(cc1)C(=O)Nc1ccccc1-c1ccccc12)c1ccc2c(c1)OCO2,5.7,0.4141190360885081,4.885200000000003,2.365610442879825,0.9500000000000001,0.02572923420879806,0.013463923919785237,0.7631143009453758,0.7452307459073959
O=C(c1cccc(-c2ccc3c(c2)CCCN3)c1)N1Cc2ccccc2C(=O)N1,5.2,0.7028428966706787,4.012500000000002,2.65040700296919,0.8666666666666667,0.5522450723418044,0.11597628131636839,0.7137120482188577,0.7448600068543698
O=C(NC(=O)c1cccc2ccccc12)Nc1cc2c(c(F)c1)CCCC2=O,5.2,0.6933579846716357,4.459800000000002,2.2592125446626614,0.8666666666666667,0.5349484194752061,0.06343385268855628,0.7815706188715661,0.7446619557701996
Cc1cc(-c2ccc3c(c2)C(=O)NCc2ccccc23)cc2c1C(=O)N(C)C2,5.2,0.7011961464087025,4.158020000000002,2.554504275431894,0.8666666666666667,0.5492420642335315,0.09888266581464866,0.730347820720721,0.7445139217435569
O=C(NC(=O)c1ccc2c(c1)NC(=O)c1ccccc1-c1ccccc12)c1cc2c(cc1)CC2=O,5.7,0.4183051274422327,4.895300000000003,2.452295631715451,0.9500000000000001,0.033362975989486024,0.012277519875204534,0.7480774493585456,0.7443717945223236
Cc1ccc(C(=O)NC(=O)N2C[C@H](c3ccccc3)NC(=O)C2)cc1-c1ccccc1,5.2,0.6875149848948952,3.684920000000002,2.7490963164405127,0.8666666666666667,0.5242931451987458,0.15445571071475572,0.696592900417399,0.7442008422997567
Cc1cc(C(=O)NC(=O)c2ccc3c(c2)N(C)CC(=O)N3)cc2ccccc12,5.1,0.6768236766874566,3.106720000000001,2.357337827038513,0.85,0.5047965123599237,0.22237440562332056,0.7645493107586041,0.7441720228741848
O=C(Nc1ccc2ccccc2c1)N1CCN(C(=O)c2ccc3c(c2)COC3)CC1,5.1,0.7093472671895472,3.8599000000000014,2.196057249521408,0.85,0.564106420026628,0.13390155430676443,0.7925258560085843,0.7440533830341977
Cc1ccc(C)c(C(=O)NC2CN(C(=O)c3cc4c(c(O)c3)CCCC4)C2)c1C,4.9,0.8405771107212947,3.4506600000000027,2.5137045369058413,0.8166666666666668,0.80341671089023,0.1819732366042064,0.7374251498612395,0.7439481764022342
O=C(NC(=O)c1ccc2c(c1)NC(=O)c1ccccc1-c1ccccc12)c1cc2c(cc1)OCC2=O,5.7,0.409155238150074,4.731600000000004,2.497253559167444,0.9500000000000001,0.016677269377738613,0.03150666265716906,0.740278819721492,0.74384627517564
O=C(c1ccc2c(c1)CNC2=O)c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc12,5.7,0.4137188486061823,4.980800000000004,2.378522040162686,0.9500000000000001,0.024999453693802718,0.002234198507715335,0.7608745899324663,0.7438108242133985
O=C(c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc12)c1ccc2c(c1)CNC2=O,5.7,0.4137188486061821,4.980800000000005,2.378522040162686,0.9500000000000001,0.024999453693802312,0.0022341985077151127,0.7608745899324663,0.7438108242133984
O=C(c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc12)c1cc2c(cc1)CNC2=O,5.7,0.4137188486061821,4.980800000000005,2.380127002941842,0.9500000000000001,0.024999453693802312,0.0022341985077151127,0.7605961849657501,0.7437829837167268
Cc1cc(C)cc2c(C(=O)NC(=O)C3Cc4ccccc4C3)coc12,5.1,0.7272027549609061,3.721040000000003,2.4974133163499896,0.85,0.5966676260532257,0.15021284793354273,0.7402511074320441,0.7437131581418812
Cc1ccc2c(c1)CN(C)CC2C(=O)Nc1cccc2c(=O)n(C)c(=O)n(C)c12,5.0,0.7204785882478575,1.7133199999999995,3.125638761671354,0.8333333333333334,0.5844054587854141,0.3860511774766483,0.6312759421096228,0.7435065911705019
Cc1ccccc1NC(=O)c1cccc(C(=O)N2CCC3=C(C(=O)N3)C2)c1,4.7,0.8815499363235884,2.47712,2.321010876922937,0.7833333333333333,0.8781346145964585,0.29633083992707765,0.7708507673837479,0.7428649555240618
Cc1ccc2ccccc2c1C(=O)NC(=O)c1ccc2c(c1)C(=O)NC2=O,5.0,0.6889265017993541,2.6020200000000004,2.234552884914944,0.8333333333333334,0.5268671825661168,0.2816593681282542,0.7858482082589675,0.7427708092286672
O=C(Nc1nc2c(c(=O)[nH]1)CN2)c1cc2c(cc1)OCc1ccccc1-c1ccccc12,5.6,0.4505358006868707,4.174100000000003,2.7119046229196684,0.9333333333333332,0.09213872075396146,0.09699381660307871,0.7030443598102631,0.7425510230500636
Cc1c(C(=O)NC(=O)N2CCc3ccc(=O)[nH]c32)c2ccccc2[nH]c1=O,5.1,0.6058260930895495,1.4373199999999997,2.849389524591059,0.85,0.3753255633427693,0.41847172364538554,0.6791955329272443,0.74229928199154
Cc1cc(C)c2c(c1)N(C(=O)NC1=NC(=O)[C@@H](NC(=O)c3ccccc3)N1)CC2,5.0,0.7237619608434287,1.61744,3.310703076868352,0.8333333333333334,0.5903930057466329,0.39731379329787475,0.5991737493473461,0.7420213881725187
O=C(NC(=O)c1cc2c(c(=O)[nH]1)Cc1ccccc1-2)c1ccc2c(c1)-c1ccccc12,5.6,0.4254260095855798,4.163700000000002,2.507811395910089,0.9333333333333332,0.04634859215016951,0.09821546037175577,0.7384474039247501,0.7416344789780007
O=C(c1cccc2ccccc12)NC(=O)Nc1ccc2c(c1)C(=O)NCc1ccccc12,5.6,0.4379743828410739,4.712100000000002,2.2691582684505267,0.9333333333333332,0.06923176241708252,0.033797244723438924,0.7798453832859885,0.7416207723759842
Cc1cc(=O)c(C(=O)N2CC([C@H](C)NC(=O)c3ccc4c(c3)CCC4)C2)cc2ncccc12,5.2,0.6739641646628023,3.2826200000000023,3.0409977143323683,0.8666666666666667,0.49958191607655295,0.20171218072809993,0.6459582065666292,0.7413918970037948
O=C(Nc1cc(F)cnc1F)c1cccc(-c2ccc3c(c2)C(=O)NC3)c1,5.1,0.6978886444396527,3.5225000000000017,2.484156331468391,0.85,0.5432105150299102,0.1735344973405758,0.7425507311259077,0.7409295743496394
O=C(c1ccc2c(c1)C(=O)c1ccccc1-c1ccccc1C2)c1ccc2c(c1)C(=O)NC2,5.7,0.4034522242454221,4.963200000000004,2.454264122321197,0.9500000000000001,0.006277272855672837,0.004301595654707002,0.7477359850151409,0.740831485352552
Cc1cc(F)c(-n2cc(C3(O)CCCOC3)ccc2=O)cc1-c1ccc2c(c1)NC(=O)C2,5.3,0.6618806468193593,3.4446200000000013,3.535991778657647,0.8833333333333333,0.47754645453864225,0.18268272971601518,0.5600940309029534,0.7403656548490943
Cc1ccc2cccc(CCC(=O)NC(=O)c3ccccc3)c2c1,4.9,0.7892155626811748,4.037420000000003,1.789549860846206,0.8166666666666668,0.7097539687128959,0.11304903490142293,0.8630406850649034,0.7402510355345889
Cc1ccccc1-c1cccc(C(=O)NC(=O)N2CCc3ccccc3C2)c1,5.1,0.7183003236125096,4.570120000000003,2.028646860901979,0.85,0.5804331828957695,0.05047503148082022,0.8215657093165964,0.7402473923693186
O=C(c1c[nH]c2ccccc12)NC(=O)c1ccc2c(c1)-c1cc(F)ccc1C2=O,5.5,0.4501227603844894,4.088600000000002,2.225953892790919,0.9166666666666666,0.09138550188056281,0.10703713797056802,0.787339832954052,0.7402429139471849
CC(=O)N1CC(C(=O)NC(=O)c2cc(-c3cccc(-n4ccccc4=O)c3)ccc2)C1,5.0,0.6622208459811663,2.2391999999999994,2.3525556929923184,0.8333333333333334,0.4781668405588685,0.32427829045050516,0.7653788439336118,0.7401157308276318
O=C(NC(=O)c1ccc2c(c1)C(=O)Nc1ccccc1C2)c1cccc2ccccc12,5.5,0.479138288051438,4.566500000000003,2.221919088217783,0.9166666666666666,0.1442981182387353,0.050900257484917666,0.7880397305762762,0.7399904772966596
O=C(NC(=O)c1cc(-c2ccccc2)ccc1F)NC1CCc2ccccc2C1,5.2,0.6945915214272054,4.489600000000004,2.527543267165859,0.8666666666666667,0.5371978928558164,0.05993337342830829,0.7350246136697034,0.7398822546620495
